Location,Country,Region/City,Disease,Species,Feed Language,HealthMap Alert ID,URL,URL,Issue Date,Alert Tag,New SC,New SD,New CC,New CD,SC,SD,CC,CD,RO,Feed Name,Report Source - Primary,Secondary Report Source
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,2636858,"PRO/AH/EDR> Ebola virus disease - West Africa (102): Nigeria, Sierra Leone, drugs, vaccine",http://promedmail.org/direct.php?id=20140726.2636858,7/26/14 12:3,No Tag,NA,NA,NA,NA,NA,NA,450,152,NA,ProMED Mail,"Ministry of Health and Sanitation [MOHS], Sierra Leone via SUBMIT INFO tab at top of ProMED-mail home page [edited]",NA
Liberia,Liberia,NA,Ebola,Humans,NA,2637578,"PRO/AH/EDR> Ebola virus disease - West Africa (103): Liberia, Sierra Leone",http://promedmail.org/direct.php?id=20140727.2637578,7/27/14 4:20,No Tag,NA,NA,1,1,NA,NA,NA,NA,NA,ProMED Mail,Associated Press [edited],NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,2637578,"PRO/AH/EDR> Ebola virus disease - West Africa (103): Liberia, Sierra Leone",http://promedmail.org/direct.php?id=20140727.2637578,7/27/14 4:20,No Tag,NA,NA,NA,NA,NA,NA,458,153,NA,ProMED Mail,"Ministry of Health and Sanitation, Sierra Leone [edited]",NA
Guinea,Guinea,NA,Ebola,Humans,NA,2638658,"PRO/AH/EDR> Ebola virus disease - West Africa (104): WHO, Nigeria, Togo alert, Sierra Leone",http://promedmail.org/direct.php?id=20140727.2638658,7/27/14 17:43,No Tag,12,5,NA,NA,427,319,311,208,NA,ProMED Mail,WHO Regional Office for Africa [edited],NA
Liberia,Liberia,NA,Ebola,Humans,NA,2638658,"PRO/AH/EDR> Ebola virus disease - West Africa (104): WHO, Nigeria, Togo alert, Sierra Leone",http://promedmail.org/direct.php?id=20140727.2638658,7/27/14 17:43,No Tag,25,2,NA,NA,249,129,84,60,NA,ProMED Mail,WHO Regional Office for Africa [edited],NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,2638658,"PRO/AH/EDR> Ebola virus disease - West Africa (104): WHO, Nigeria, Togo alert, Sierra Leone",http://promedmail.org/direct.php?id=20140727.2638658,7/27/14 17:43,No Tag,71,5,NA,NA,525,224,419,188,NA,ProMED Mail,WHO Regional Office for Africa [edited],NA
Liberia,Liberia,NA,Ebola,Humans,NA,2640090,"PRO/AH/EDR> Ebola virus disease - West Africa (105): Guinea, Nigeria, Liberia, Sierra Leone",http://promedmail.org/direct.php?id=20140728.2640090,7/28/14 19:19,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Nigeria,Nigeria,NA,Ebola,Humans,NA,2640090,"PRO/AH/EDR> Ebola virus disease - West Africa (105): Guinea, Nigeria, Liberia, Sierra Leone",http://promedmail.org/direct.php?id=20140728.2640090,7/28/14 19:19,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,2640090,"PRO/AH/EDR> Ebola virus disease - West Africa (105): Guinea, Nigeria, Liberia, Sierra Leone",http://promedmail.org/direct.php?id=20140728.2640090,7/28/14 19:19,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Guinea,Guinea,NA,Ebola,Humans,NA,2640090,"PRO/AH/EDR> Ebola virus disease - West Africa (105): Guinea, Nigeria, Liberia, Sierra Leone",http://promedmail.org/direct.php?id=20140728.2640090,7/28/14 19:19,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,2644117,"PRO/AH/EDR> Ebola virus disease - West Africa (106): Nigeria, Liberia, Sierra Leone, Guinea",http://promedmail.org/direct.php?id=20140729.2644117,7/29/14 21:49,No Tag,NA,NA,NA,NA,525,224,NA,NA,NA,ProMED Mail,Doctors Without Borders/Medecins Sans Frontieres (MSF) [edited],NA
Hong Kong,China,NA,Ebola,Humans,NA,2645280,"PRO/AH/EDR> Undiagnosed illness - China: (HK) ex Kenya, EVD susp",http://promedmail.org/direct.php?id=20140730.2645280,7/30/14 13:25,No Tag,1,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,"Phoenix [in Chinese, machine trans., edited]",NA
Guinea,Guinea,NA,Ebola,Humans,NA,2646645,"PRO/AH/EDR> Ebola virus disease - West Africa (107): WHO, China & UK NOT, Nigeria, airlines",http://promedmail.org/direct.php?id=20140730.2646645,7/30/14 23:54,No Tag,12,5,NA,NA,460,339,336,NA,NA,ProMED Mail,WHO/AFRO [edited],NA
Liberia,Liberia,NA,Ebola,Humans,NA,2646645,"PRO/AH/EDR> Ebola virus disease - West Africa (107): WHO, China & UK NOT, Nigeria, airlines",http://promedmail.org/direct.php?id=20140730.2646645,7/30/14 23:54,No Tag,25,2,NA,NA,329,156,100,NA,NA,ProMED Mail,WHO/AFRO [edited],NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,2646645,"PRO/AH/EDR> Ebola virus disease - West Africa (107): WHO, China & UK NOT, Nigeria, airlines",http://promedmail.org/direct.php?id=20140730.2646645,7/30/14 23:54,No Tag,71,5,NA,NA,533,233,473,NA,NA,ProMED Mail,WHO/AFRO [edited],NA
Nigeria,Nigeria,NA,Ebola,Humans,NA,2646645,"PRO/AH/EDR> Ebola virus disease - West Africa (107): WHO, China & UK NOT, Nigeria, airlines",http://promedmail.org/direct.php?id=20140730.2646645,7/30/14 23:54,No Tag,NA,NA,NA,NA,NA,1,NA,NA,NA,ProMED Mail,WHO/AFRO [edited],NA
Liberia,Liberia,NA,Ebola,Humans,NA,2650008,"PRO/AH/EDR> Ebola virus disease - West Africa (108): WHO, situation, Guinea-Bissau alert",http://promedmail.org/direct.php?id=20140731.2650008,7/31/14 22:19,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,2652884,"PRO/AH/EDR> Ebola virus disease - West Africa (110): WHO, Sierra Leone, Liberia, MSF, alerts",http://promedmail.org/direct.php?id=20140801.2652884,8/1/14 22:56,No Tag,6,5,5,NA,NA,NA,NA,NA,NA,ProMED Mail,Awoko,NA
Liberia,Liberia,NA,Ebola,Humans,NA,2652884,"PRO/AH/EDR> Ebola virus disease - West Africa (110): WHO, Sierra Leone, Liberia, MSF, alerts",http://promedmail.org/direct.php?id=20140801.2652884,8/1/14 22:56,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,2652930,"PRO/AH/EDR> Ebola virus disease - West Africa (109): Sierra Leone, MOH statement",http://promedmail.org/direct.php?id=20140801.2652930,8/1/14 20:29,No Tag,NA,NA,NA,NA,NA,NA,526,189,NA,ProMED Mail,Sidie Yahya Tunis (ProMED Contributor),NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,2655022,"PRO/AH/EDR> Ebola virus disease - West Africa (111): WHO, Sierra Leone, vaccine, screening",http://promedmail.org/direct.php?id=20140802.2655022,8/2/14 22:24,No Tag,NA,NA,NA,NA,533,NA,473,233,NA,ProMED Mail,WHO Global Alert and Response Disease Outbreak News,NA
Guinea,Guinea,NA,Ebola,Humans,NA,2655022,"PRO/AH/EDR> Ebola virus disease - West Africa (111): WHO, Sierra Leone, vaccine, screening",http://promedmail.org/direct.php?id=20140802.2655022,8/2/14 22:24,No Tag,NA,NA,NA,NA,460,NA,336,339,NA,ProMED Mail,WHO Global Alert and Response Disease Outbreak News,NA
Liberia,Liberia,NA,Ebola,Humans,NA,2655022,"PRO/AH/EDR> Ebola virus disease - West Africa (111): WHO, Sierra Leone, vaccine, screening",http://promedmail.org/direct.php?id=20140802.2655022,8/2/14 22:24,No Tag,NA,NA,NA,NA,329,NA,100,156,NA,ProMED Mail,WHO Global Alert and Response Disease Outbreak News,NA
United States,United States,NA,Ebola,Humans,NA,2656749,"PRO/AH/EDR> Ebola virus disease - West Africa (112): WHO, USA case repatriated, more",http://promedmail.org/direct.php?id=20140803.2656749,8/3/14 21:11,No Tag,NA,NA,NA,NA,NA,NA,2,NA,NA,ProMED Mail,Vox,NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,2656749,"PRO/AH/EDR> Ebola virus disease - West Africa (112): WHO, USA case repatriated, more",http://promedmail.org/direct.php?id=20140803.2656749,8/3/14 21:11,No Tag,17,9,NA,NA,574,NA,507,252,NA,ProMED Mail,WHO/AFRO,NA
Guinea,Guinea,NA,Ebola,Humans,NA,2656749,"PRO/AH/EDR> Ebola virus disease - West Africa (112): WHO, USA case repatriated, more",http://promedmail.org/direct.php?id=20140803.2656749,8/3/14 21:11,No Tag,5,3,NA,NA,472,NA,337,346,NA,ProMED Mail,WHO/AFRO,NA
Liberia,Liberia,NA,Ebola,Humans,NA,2656749,"PRO/AH/EDR> Ebola virus disease - West Africa (112): WHO, USA case repatriated, more",http://promedmail.org/direct.php?id=20140803.2656749,8/3/14 21:11,No Tag,31,46,NA,NA,391,NA,109,227,NA,ProMED Mail,WHO/AFRO,NA
Nigeria,Nigeria,NA,Ebola,Humans,NA,2656749,"PRO/AH/EDR> Ebola virus disease - West Africa (112): WHO, USA case repatriated, more",http://promedmail.org/direct.php?id=20140803.2656749,8/3/14 21:11,No Tag,2,NA,NA,NA,3,1,NA,NA,NA,ProMED Mail,WHO/AFRO,NA
Nigeria,Nigeria,NA,Ebola,Humans,NA,2658338,"PRO/AH/EDR> Ebola virus disease - West Africa (113): Nigeria, 2nd case",http://promedmail.org/direct.php?id=20140804.2658338,8/4/14 12:32,No Tag,NA,NA,NA,NA,NA,NA,2,NA,NA,ProMED Mail,ABC News,NA
"New York City, New York State, United States",United States,NA,Ebola,Humans,NA,2659805,PRO/AH/EDR> Ebola virus disease - West Africa (114): USA (NYC) susp. more,http://promedmail.org/direct.php?id=20140804.2659805,8/4/14 21:43,No Tag,1,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,CNN,NA
Nigeria,Nigeria,NA,Ebola,Humans,NA,2659805,PRO/AH/EDR> Ebola virus disease - West Africa (114): USA (NYC) susp. more,http://promedmail.org/direct.php?id=20140804.2659805,8/4/14 21:43,No Tag,2,NA,NA,NA,8,NA,NA,NA,NA,ProMED Mail,Prison Planet,NA
Morocco,Morocco,NA,Ebola,Humans,NA,2661180,"PRO/AH/EDR> Ebola virus disease - West Africa (115): Morocco susp, Nigeria appeal, WHO",http://promedmail.org/direct.php?id=20140805.2661180,8/5/14 9:44,No Tag,NA,1,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,CIDRAP,NA
Nigeria,Nigeria,NA,Ebola,Humans,NA,2661180,"PRO/AH/EDR> Ebola virus disease - West Africa (115): Morocco susp, Nigeria appeal, WHO",http://promedmail.org/direct.php?id=20140805.2661180,8/5/14 9:44,No Tag,NA,NA,NA,NA,NA,NA,2,NA,NA,ProMED Mail,Patrick M Nguku (ProMED Contributor),NA
Nigeria,Nigeria,NA,Ebola,Humans,NA,2663054,"PRO/AH/EDR> Ebola virus disease - West Africa (116): Morocco NOT, Nigeria, bushmeat, more",http://promedmail.org/direct.php?id=20140805.2663054,8/5/14 21:39,No Tag,NA,NA,1,NA,NA,NA,NA,NA,NA,ProMED Mail,Channels TV,NA
Nigeria,Nigeria,NA,Ebola,Humans,NA,2666073,"PRO/AH/EDR> Ebola virus disease - West Africa (117): WHO, Nigeria, Liberia, drug, more",http://promedmail.org/direct.php?id=20140806.2666073,8/6/14 21:26,No Tag,5,NA,NA,NA,9,1,NA,NA,NA,ProMED Mail,WHO Disease Outbreak News,NA
Liberia,Liberia,NA,Ebola,Humans,NA,2666073,"PRO/AH/EDR> Ebola virus disease - West Africa (117): WHO, Nigeria, Liberia, drug, more",http://promedmail.org/direct.php?id=20140806.2666073,8/6/14 21:26,No Tag,48,27,NA,NA,516,NA,143,282,NA,ProMED Mail,WHO Disease Outbreak News,NA
Liberia,Liberia,NA,Ebola,Humans,NA,2669718,"PRO/AH/EDR> Ebola virus disease - West Africa (118): Liberia, Sierra Leone, CDC, drugs",http://promedmail.org/direct.php?id=20140807.2669718,8/7/14 21:55,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,2673098,"PRO/AH/EDR> Ebola virus disease - West Africa (120): MSF, Sierra Leone, drug, PAHO, aid",http://promedmail.org/direct.php?id=20140808.2673098,8/8/14 23:27,No Tag,NA,NA,NA,NA,691,280,NA,NA,NA,ProMED Mail,New York Times,NA
Guinea,Guinea,NA,Ebola,Humans,NA,2674333,"PRO/AH/EDR> Ebola virus disease - West Africa (121): WHO, Nigeria emergency, more",http://promedmail.org/direct.php?id=20140809.2674333,8/9/14 11:24,No Tag,NA,4,NA,NA,495,NA,355,367,NA,ProMED Mail,WHO Global Alert and Response Disease Outbreak News,NA
Liberia,Liberia,NA,Ebola,Humans,NA,2674333,"PRO/AH/EDR> Ebola virus disease - West Africa (121): WHO, Nigeria emergency, more",http://promedmail.org/direct.php?id=20140809.2674333,8/9/14 11:24,No Tag,38,12,NA,NA,554,NA,148,294,NA,ProMED Mail,WHO Global Alert and Response Disease Outbreak News,NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,2674333,"PRO/AH/EDR> Ebola virus disease - West Africa (121): WHO, Nigeria emergency, more",http://promedmail.org/direct.php?id=20140809.2674333,8/9/14 11:24,No Tag,26,12,NA,NA,717,NA,631,298,NA,ProMED Mail,WHO Global Alert and Response Disease Outbreak News,NA
Nigeria,Nigeria,NA,Ebola,Humans,NA,2674333,"PRO/AH/EDR> Ebola virus disease - West Africa (121): WHO, Nigeria emergency, more",http://promedmail.org/direct.php?id=20140809.2674333,8/9/14 11:24,No Tag,4,1,NA,NA,13,NA,NA,2,NA,ProMED Mail,WHO Global Alert and Response Disease Outbreak News,NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,2675385,PRO/AH> Ebola virus disease - West Africa (122): Sierra Leone lessons learned,http://promedmail.org/direct.php?id=20140809.2675385,8/9/14 22:4,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Liberia,Liberia,NA,Ebola,Humans,NA,2694748,"PRO/AH/EDR> Ebola virus disease - West Africa (128): WHO, toll, Liberia, drug, more",http://promedmail.org/direct.php?id=20140816.2694748,8/16/14 9:24,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Nigeria,Nigeria,NA,Ebola,Humans,NA,2696764,"PRO/AH/EDR> Ebola virus disease - West Africa (129): Nigeria, prevention, more",http://promedmail.org/direct.php?id=20140816.2696764,8/16/14 22:21,No Tag,NA,NA,NA,NA,NA,NA,1,NA,NA,ProMED Mail,Premium Times Nigeria,NA
Liberia,Liberia,NA,Ebola,Humans,NA,2701063,"PRO/AH/EDR> Ebola virus disease - West Africa (130): Nigeria, Liberia, more: corr.",http://promedmail.org/direct.php?id=20140818.2701063,8/18/14 19:44,No Tag,NA,NA,NA,NA,NA,413,NA,NA,NA,ProMED Mail,CBS News,NA
DR Congo,DR Congo,NA,Ebola,Humans,NA,2708860,"PRO/AH/EDR> Ebola virus disease - Congo, DR (02): (ET): suspected",http://promedmail.org/direct.php?id=20140820.2708860,8/20/14 22:40,No Tag,NA,10,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,Reuters,NA
DR Congo,DR Congo,NA,Ebola,Humans,NA,2713435,PRO/AH/EDR> Ebola virus disease - Congo DR (03): (ET): susp. RFI,http://promedmail.org/direct.php?id=20140822.2713435,8/22/14 10:43,No Tag,NA,NA,NA,NA,592,70,NA,NA,NA,ProMED Mail,Reuters,NA
Nigeria,Nigeria,NA,Ebola,Humans,NA,2715257,"PRO/AH/EDR> Ebola virus disease - West Africa (135): WHO, Nigeria, recovery, more",http://promedmail.org/direct.php?id=20140822.2715257,8/22/14 23:7,No Tag,2,NA,NA,NA,16,5,4,1,NA,ProMED Mail,SaharaReporters,NA
Nigeria,Nigeria,NA,Ebola,Humans,NA,2717179,"PRO/AH/EDR> Ebola virus disease - West Africa (136): Nigeria, Sierra Leone, Liberia, more",http://promedmail.org/direct.php?id=20140823.2717179,8/23/14 20:46,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,2717179,"PRO/AH/EDR> Ebola virus disease - West Africa (136): Nigeria, Sierra Leone, Liberia, more",http://promedmail.org/direct.php?id=20140823.2717179,8/23/14 20:46,No Tag,NA,NA,1,NA,NA,NA,NA,NA,NA,ProMED Mail,UK Department of Health,NA
Liberia,Liberia,NA,Ebola,Humans,NA,2717179,"PRO/AH/EDR> Ebola virus disease - West Africa (136): Nigeria, Sierra Leone, Liberia, more",http://promedmail.org/direct.php?id=20140823.2717179,8/23/14 20:46,No Tag,NA,2,NA,NA,NA,624,NA,NA,NA,ProMED Mail,Vanguard Nigeria,NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,2719128,"PRO/AH/EDR> Ebola virus disease - West Africa (137): Sierra Leone, decontamination, more",http://promedmail.org/direct.php?id=20140824.2719128,8/24/14 21:44,No Tag,36,34,56,NA,NA,NA,881,333,NA,ProMED Mail,"Ministry of Health and Sanitation Emergency Operations Center, Sierra Leone Press Release",NA
DR Congo,DR Congo,NA,Ebola,Humans,NA,2719295,PRO/AH/EDR> Ebola virus disease - Congo DR (04): (ET) confirmed,http://promedmail.org/direct.php?id=20140824.2719295,8/24/14 22:13,No Tag,NA,NA,2,NA,NA,13,NA,NA,NA,ProMED Mail,BBC Online,NA
"Province de l'ê_quateur, DR Congo",DR Congo,NA,Ebola,Humans,NA,2730427,PRO/AH/EDR> Ebola virus disease - Congo DR (05): (ET) update,http://promedmail.org/direct.php?id=20140828.2730427,8/28/14 20:5,No Tag,24,13,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,"WHO Global Alert and Response, Disease Outbreak News",NA
Senegal,Senegal,NA,Ebola,Humans,NA,2734338,"PRO/AH/EDR> Ebola virus disease - West Africa (142): Senegal ex Guinea, 1st case conf",http://promedmail.org/direct.php?id=20140829.2734338,8/29/14 14:23,No Tag,NA,NA,1,NA,NA,NA,NA,NA,NA,ProMED Mail,The Washington Post,NA
Guinea,Guinea,NA,Ebola,Humans,NA,2734338,"PRO/AH/EDR> Ebola virus disease - West Africa (142): Senegal ex Guinea, 1st case conf",http://promedmail.org/direct.php?id=20140829.2734338,8/29/14 14:23,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Senegal,Senegal,NA,Ebola,Humans,NA,2735183,"PRO/AH/EDR> Ebola virus disease - West Africa (143): Senegal, Sierra Leone pediatric crisis",http://promedmail.org/direct.php?id=20140829.2735183,8/29/14 21:23,No Tag,1,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,Reuters,NA
"Province de l'ê_quateur, DR Congo",DR Congo,NA,Ebola,Humans,NA,2737050,PRO/AH/EDR> Ebola virus disease - Congo DR (06): (ET) update,http://promedmail.org/direct.php?id=20140830.2737050,8/30/14 21:34,No Tag,NA,NA,7,NA,16,NA,13,NA,NA,ProMED Mail,Newstime Africa,NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,2737160,"PRO/AH/EDR> Ebola virus disease - West Africa (144): Liberia, new drugs, prevention, more",http://promedmail.org/direct.php?id=20140830.2737160,8/30/14 21:14,No Tag,21,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,"Stuff, New Zealand",NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,2738054,"PRO/AH/EDR> Ebola virus disease - West Africa (145): Sierra Leone, children in dire need",http://promedmail.org/direct.php?id=20140831.2738054,8/31/14 13:16,No Tag,NA,NA,1,NA,NA,NA,NA,NA,NA,ProMED Mail,Daniel Lucey (ProMED Moderator),NA
Senegal,Senegal,NA,Ebola,Humans,NA,2738480,"PRO/AH/EDR> Ebola virus disease - West Africa (146): Senegal, vaccine trial (UK) more",http://promedmail.org/direct.php?id=20140831.2738480,8/31/14 19:9,No Tag,NA,NA,1,NA,NA,NA,NA,NA,NA,ProMED Mail,WHO Epidemiology and Surveillance,NA
Nigeria,Nigeria,NA,Ebola,Humans,NA,2740572,"PRO/AH/EDR> Ebola virus disease - West Africa (147): Liberia, new drug, prevention",http://promedmail.org/direct.php?id=20140902.2740572,9/2/14 3:48,No Tag,NA,1,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,iREPORTS-NG,NA
DR Congo,DR Congo,Ikanamongo Village,Ebola,Humans,NA,2743219,"PRO/AH/EDR> Ebola virus disease - Congo DR (07): (ET) update, RFI",http://promedmail.org/direct.php?id=20140902.2743219,9/2/14 18:28,No Tag,53,31,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,Forbes [edited],NA
DR Congo,DR Congo,Boende,Ebola,Humans,NA,2743219,"PRO/AH/EDR> Ebola virus disease - Congo DR (07): (ET) update, RFI",http://promedmail.org/direct.php?id=20140902.2743219,9/2/14 18:28,No Tag,NA,NA,NA,NA,53,31,13,NA,NA,ProMED Mail,Relief web OCHA (UN Office for the Coordination of Humanitarian Affairs) [edited],NA
Nigeria,Nigeria,NA,Ebola,Humans,NA,2743746,"PRO/AH/EDR> Ebola virus disease - West Africa (148): CDC, WHO, Nigeria, Liberia, more",http://promedmail.org/direct.php?id=20140903.2743746,9/3/14 2:18,No Tag,3,NA,1,NA,NA,NA,NA,NA,NA,ProMED Mail,"Nigerian Eye [abridged, edited]",NA
Liberia,Liberia,NA,Ebola,Humans,NA,2743746,"PRO/AH/EDR> Ebola virus disease - West Africa (148): CDC, WHO, Nigeria, Liberia, more",http://promedmail.org/direct.php?id=20140903.2743746,9/3/14 2:18,No Tag,NA,NA,1,NA,NA,NA,NA,NA,NA,ProMED Mail,ABC News Radio,NA
Nigeria,Nigeria,Port Harcourt,Ebola,Humans,NA,2746857,"PRO/AH/EDR> Ebola virus disease - West Africa (149): Nigeria, spread",http://promedmail.org/direct.php?id=20140903.2746857,9/3/14 21:22,No Tag,2,NA,NA,1,NA,NA,NA,NA,NA,ProMED Mail,AAAS Science [edited],NA
Democratic Republic of the Congo,Democratic Republic of the Congo,Boende,Ebola,Humans,NA,2747109,"PRO/AH/EDR> Ebola virus disease - Congo DR (08): (ET) update, WHO",http://promedmail.org/direct.php?id=20140904.2747109,9/4/14 3:6,No Tag,5,NA,NA,NA,58,31,13,NA,NA,ProMED Mail,"Africatime.com [in French, machine trans. & edited Mod.LM]",Congolese MOH
Guinea,Guinea,"Damaro, Kerouane Region",Ebola,Humans,NA,2748198,"PRO/AH/EDR> Ebola virus disease - West Africa (150): Guinea, CDC, military aid, vaccine",http://promedmail.org/direct.php?id=20140904.2748198,9/4/14 10:57,No Tag,9,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,Reuters [edited],NA
Central African Republic,Central African Republic,NA,Ebola,Humans,NA,2748411,PRO/AH/EDR> EVD - Central Africa: absence from CAR,http://promedmail.org/direct.php?id=20140904.2748411,9/4/14 16:19,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Central African Republic,Central African Republic,NA,Ebola,Humans,NA,2751594,"PRO> EVD - Central Africa (02): absence from CAR, comment",http://promedmail.org/direct.php?id=20140905.2751594,9/5/14 18:14,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Nigeria,Nigeria,NA,Ebola,Humans,NA,2751765,"PRO/AH/EDR> Ebola virus disease - West Africa (151): WHO, UN, African Union",http://promedmail.org/direct.php?id=20140905.2751765,9/5/14 17:52,No Tag,NA,NA,NA,NA,21,7,NA,NA,NA,ProMED Mail,WHO Disease outbreak news [edited],NA
Senegal,Senegal,NA,Ebola,Humans,NA,2751765,"PRO/AH/EDR> Ebola virus disease - West Africa (151): WHO, UN, African Union",http://promedmail.org/direct.php?id=20140905.2751765,9/5/14 17:52,No Tag,NA,NA,NA,NA,NA,NA,1,NA,NA,ProMED Mail,WHO Disease outbreak news [edited],NA
Nigeria,Nigeria,NA,Ebola,Humans,NA,2753389,"PRO/AH/EDR> Ebola virus disease - West Africa (152): region, UN, Nigeria, tests",http://promedmail.org/direct.php?id=20140906.2753389,9/6/14 12:18,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,2754003,PRO/AH/EDR> Ebola virus disease - West Africa (153): hospital ships,http://promedmail.org/direct.php?id=20140906.2754003,9/6/14 16:46,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Guinea,Guinea,NA,Ebola,Humans,NA,2755900,"PRO/AH/EDR> Ebola virus disease - West Africa (154): hospital ships, military logistics",http://promedmail.org/direct.php?id=20140907.2755900,9/7/14 22:26,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Democratic Republic of the Congo,Democratic Republic of the Congo,Boende,Ebola,Humans,NA,2756041,PRO/AH/EDR> Ebola virus disease - Congo DR (09): (ET) update,http://promedmail.org/direct.php?id=20140908.2756041,9/8/14 11:57,No Tag,NA,NA,NA,NA,59,32,NA,NA,NA,ProMED Mail,Agence France-Presse (AFP) [edited],NA
Guinea,Guinea,NA,Ebola,Humans,NA,2758805,"PRO/AH/EDR> Ebola virus disease - West Africa (155): hospital ships, military medical",http://promedmail.org/direct.php?id=20140908.2758805,9/8/14 21:12,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,2758889,"PRO/AH/EDR> Ebola virus disease - West Africa (156): Sierra Leone, Liberia, Nigeria, UNICEF",http://promedmail.org/direct.php?id=20140908.2758889,9/8/14 21:23,No Tag,NA,NA,1,NA,NA,NA,NA,NA,NA,ProMED Mail,ABC News [edited],NA
Guinea,Guinea,NA,Ebola,Humans,NA,2761715,PRO/AH/EDR> Ebola virus disease - West Africa (158): urgent call for volunteers,http://promedmail.org/direct.php?id=20140910.2761715,9/10/14 16:21,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
